id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
4168,1966,graduation,single,37070.0,1,1,2013-03-20,30,231,7,137,4.0,15,39.0,9,5,1,8,7,0,0,0,0,0,0,3,11,1
8397,1951,graduation,married,44689.0,1,1,2014-01-10,82,18,0,5,0.0,0,11.0,2,1,1,2,7,1,0,0,0,0,0,3,11,0
9284,1958,graduation,together,53977.0,0,1,2013-06-08,21,620,16,165,0.0,24,82.0,5,5,5,12,5,0,0,0,0,0,0,3,11,0
6237,1966,phd,single,7144.0,0,2,2013-12-07,92,81,4,33,5.0,2,126.5,0,23,1,1,0,0,0,0,0,0,0,3,11,0
3130,1964,graduation,single,18701.0,1,1,2013-06-04,95,12,4,2,10.0,6,10.0,4,2,0,4,5,0,0,0,0,0,0,3,11,0
1619,1956,graduation,married,90369.0,0,0,2014-04-28,2,292,51,556,120.5,23,17.0,1,4,6,6,1,0,0,0,0,0,0,3,11,1
1990,1974,phd,single,63159.0,0,0,2012-11-05,74,965,34,556,89.0,81,37.0,1,3,5,8,3,1,0,0,0,0,0,3,11,0
5513,1966,graduation,together,37758.0,1,1,2012-10-04,49,27,2,10,0.0,0,1.0,2,1,0,3,8,0,0,0,0,0,0,3,11,0
269,1963,phd,single,46757.0,0,1,2012-11-16,71,777,30,163,0.0,51,122.0,6,4,4,7,9,0,0,0,0,0,0,3,11,0
8093,1969,master,married,79734.0,0,0,2014-06-28,72,572,8,232,23.0,62,17.0,1,4,3,6,1,0,0,0,1,0,0,3,11,0
10513,1992,graduation,together,63207.0,0,0,2013-01-20,68,438,81,556,91.0,81,70.0,1,2,3,6,7,0,0,0,1,0,0,3,11,0
10177,1954,graduation,divorced,72071.0,0,1,2013-02-14,4,531,69,300,120.5,81,126.5,3,5,4,8,2,0,0,0,0,0,0,3,11,0
2549,1983,phd,together,21840.0,1,0,2013-07-21,80,17,0,9,0.0,0,1.0,1,1,0,3,9,0,0,0,0,0,0,3,11,0
5782,1982,2n cycle,together,58582.0,0,1,2013-09-28,15,402,35,106,101.0,77,42.0,2,9,2,9,5,0,1,0,0,0,0,3,11,0
10057,1951,graduation,single,72282.0,0,0,2013-07-19,70,503,27,419,90.0,81,126.5,1,5,7,9,7,0,0,0,0,0,0,3,11,1
10307,1956,graduation,married,50387.0,0,2,2013-08-31,91,369,9,87,12.0,14,34.0,3,6,2,8,5,0,0,0,0,0,0,3,11,0
8566,1961,phd,together,32583.0,1,1,2014-06-15,10,5,0,3,0.0,0,1.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
2415,1962,graduation,together,62568.0,0,1,2014-04-07,99,362,17,398,80.0,35,61.0,3,5,3,5,4,0,0,0,1,0,0,3,11,0
5684,1971,master,divorced,44635.0,1,1,2013-10-11,25,56,0,9,0.0,0,3.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0
8334,1971,master,single,33316.0,1,1,2013-10-04,34,79,1,31,4.0,4,12.0,3,2,1,4,6,0,0,0,0,0,0,3,11,0
9166,1968,graduation,married,63967.0,0,1,2013-08-09,57,387,81,141,73.0,35,126.5,3,4,4,12,2,0,0,0,0,0,0,3,11,0
1440,1978,2n cycle,together,52513.0,0,0,2012-09-04,84,367,17,241,104.0,81,126.5,2,9,5,9,7,0,0,0,0,0,0,3,11,0
78,1969,graduation,married,25293.0,1,0,2013-09-15,51,15,0,11,0.0,2,9.0,1,1,1,2,8,0,0,0,0,0,0,3,11,0
5441,1965,phd,widow,54111.0,0,1,2013-08-25,97,267,6,54,8.0,3,50.0,2,5,2,6,5,0,0,0,0,0,0,3,11,0
5302,1986,graduation,together,78394.0,0,0,2013-02-15,13,298,27,556,120.5,24,126.5,1,4,6,5,2,0,0,0,0,0,0,3,11,1
4687,1958,master,married,80739.0,0,0,2013-05-23,92,674,81,556,39.0,0,92.0,1,3,11,9,1,0,0,0,0,0,0,3,11,0
1087,1975,master,together,22669.0,1,0,2013-05-22,30,16,14,36,37.0,22,48.0,3,4,1,2,9,0,0,0,0,0,0,3,11,1
6859,1987,graduation,single,29236.0,1,0,2013-10-08,30,37,4,24,16.0,9,9.0,2,4,0,3,9,0,0,0,0,0,0,3,11,0
9860,1959,graduation,together,44911.0,0,1,2013-03-15,11,159,0,22,2.0,1,31.0,3,4,1,4,7,0,0,0,0,0,0,3,11,0
7129,1962,phd,married,54693.0,0,1,2013-02-17,72,686,17,142,23.0,26,35.0,8,6,4,13,6,0,0,0,0,0,0,3,11,0
5866,1974,graduation,together,48186.0,1,0,2014-03-20,39,97,3,66,12.0,7,34.0,3,4,1,4,7,0,0,0,0,0,0,3,11,0
10521,1977,graduation,married,54809.0,1,1,2013-09-11,0,63,6,57,13.0,13,22.0,4,2,1,5,4,0,0,0,0,0,0,3,11,1
7393,1978,graduation,together,41580.0,1,1,2012-12-10,15,56,5,24,4.0,0,3.0,3,2,1,3,5,0,0,0,0,0,0,3,11,0
7849,1970,phd,married,80336.0,0,0,2013-09-09,12,209,19,456,120.5,81,66.0,1,2,9,13,1,0,0,0,0,0,0,3,11,0
332,1957,graduation,married,47743.0,0,1,2013-03-22,56,198,2,43,0.0,12,20.0,3,4,1,6,6,0,1,0,0,0,0,3,11,0
9847,1955,2n cycle,married,62972.0,0,1,2012-08-03,39,313,15,47,20.0,0,126.5,2,7,4,3,6,0,0,0,0,0,0,3,11,0
531,1954,phd,divorced,57333.0,0,1,2012-09-22,55,941,14,397,76.0,58,126.5,11,8,5,9,6,0,0,0,0,0,0,3,11,1
9576,1982,phd,together,32313.0,1,0,2013-02-11,60,86,4,56,2.0,4,7.0,3,4,0,4,9,0,0,0,0,0,0,3,11,0
6906,1953,master,widow,84953.0,0,0,2013-06-03,73,167,48,556,63.0,72,72.0,1,3,10,4,2,0,1,1,1,0,0,3,11,1
7419,1968,master,divorced,27071.0,1,0,2014-04-23,90,8,3,19,0.0,2,3.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0
3170,1957,master,together,68148.0,0,0,2013-08-31,86,389,66,408,37.0,57,85.0,1,4,4,6,2,0,0,0,0,0,0,3,11,0
8527,1965,master,together,65735.0,1,1,2013-12-07,37,239,7,119,4.0,15,11.0,5,6,2,6,7,0,0,0,0,0,0,3,11,0
7872,1975,phd,married,86836.0,0,0,2012-09-12,7,179,21,273,0.0,21,63.0,1,6,10,6,5,1,0,1,1,0,0,3,11,1
9931,1963,phd,married,4023.0,1,1,2014-06-23,29,5,0,1,1.0,1,1.0,15,0,0,0,19,0,0,0,0,0,0,3,11,0
10595,1990,graduation,married,30093.0,0,0,2013-07-08,19,2,6,28,13.0,4,16.0,1,2,0,3,7,0,0,0,0,0,0,3,11,0
4609,1966,phd,married,57705.0,0,1,2014-01-11,14,383,0,53,6.0,4,40.0,3,8,1,6,6,0,0,0,0,0,0,3,11,0
5010,1988,graduation,single,25008.0,1,0,2014-02-02,72,2,8,8,6.0,1,9.0,2,1,0,3,8,0,0,0,0,0,0,3,11,0
4427,1995,2n cycle,single,83257.0,0,0,2012-09-18,56,536,27,556,38.0,81,67.0,1,5,10,12,6,1,0,1,0,0,1,3,11,1
11148,1975,graduation,together,22280.0,1,0,2013-05-19,85,2,1,4,3.0,1,2.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1168,1978,phd,married,72159.0,0,0,2012-10-29,62,322,53,556,34.0,40,53.0,1,4,6,10,2,0,0,0,0,0,0,3,11,0
9595,1961,graduation,together,64260.0,0,0,2013-01-11,1,539,81,556,20.0,0,30.0,1,4,5,4,3,0,0,0,0,0,0,3,11,1
10163,1984,phd,single,82733.0,0,0,2013-09-10,28,712,50,420,65.0,38,38.0,1,8,4,7,4,0,0,0,0,0,0,3,11,1
2886,1971,master,divorced,74290.0,0,1,2013-08-12,70,1121,0,72,0.0,12,12.0,4,10,8,10,6,0,1,0,1,0,0,3,11,0
6710,1951,master,single,58217.0,2,1,2012-11-17,84,68,1,13,3.0,5,13.0,1,2,0,4,6,0,0,0,0,0,0,3,11,0
5316,1976,master,together,21024.0,0,0,2013-07-04,89,36,4,18,6.0,2,18.0,1,2,0,4,7,0,0,0,0,0,0,3,11,0
9029,1972,phd,married,70116.0,0,0,2013-01-26,73,707,44,556,95.0,58,29.0,1,2,8,12,1,0,0,0,0,0,0,3,11,0
521,1985,graduation,together,54006.0,1,0,2012-09-18,42,174,77,203,6.0,24,97.0,2,8,1,7,7,0,0,0,0,0,0,3,11,0
1459,1966,phd,married,69063.0,0,1,2012-11-07,16,666,35,124,69.0,8,26.0,1,5,3,5,3,0,0,0,0,0,0,3,11,0
10241,1975,2n cycle,divorced,11448.0,0,0,2013-12-15,16,0,0,0,6.0,2,6.0,1,1,0,2,6,0,0,0,0,0,0,3,11,0
1630,1979,graduation,single,61825.0,0,1,2013-08-07,56,162,50,100,55.0,30,27.0,1,4,2,8,4,0,0,0,0,0,0,3,11,0
3254,1971,graduation,married,70886.0,1,0,2013-10-14,65,407,70,239,103.0,81,53.0,1,5,4,4,2,0,0,0,0,0,0,3,11,0
9064,1982,graduation,married,69109.0,0,0,2012-11-09,10,823,25,459,120.5,29,95.0,1,6,6,7,4,0,0,1,0,0,0,3,11,1
3678,1973,graduation,widow,60208.0,1,1,2012-10-07,13,488,23,71,15.0,0,59.0,11,8,3,7,7,0,1,0,0,0,0,3,11,1
4227,1968,master,together,32889.0,1,1,2013-09-06,78,28,0,13,4.0,2,8.0,3,2,1,3,5,0,0,0,0,0,0,3,11,0
9467,1984,graduation,single,34738.0,1,0,2014-05-11,51,3,2,10,3.0,0,2.0,1,1,0,3,6,0,0,0,0,0,0,3,11,0
8486,1971,master,together,30538.0,1,0,2012-10-01,27,284,0,52,8.0,3,20.0,4,9,0,4,10,0,0,0,0,0,0,3,11,0
2186,1977,2n cycle,together,82326.0,0,0,2014-03-10,30,938,81,556,120.5,81,126.5,1,5,10,6,2,0,1,1,1,0,0,3,11,1
3286,1967,phd,divorced,26642.0,1,0,2014-03-01,71,13,2,15,2.0,2,8.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0
8602,1964,graduation,divorced,69932.0,0,1,2013-06-12,97,412,81,153,120.5,81,57.0,2,7,6,11,4,0,0,0,0,0,0,3,11,0
3722,1972,graduation,single,44503.0,1,1,2014-04-16,83,31,1,8,0.0,0,8.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0
6715,1948,phd,single,60200.0,0,1,2013-01-02,3,502,19,132,0.0,6,26.0,6,6,2,11,6,0,0,0,0,0,0,3,11,0
4796,1952,graduation,divorced,49638.0,0,1,2014-04-19,71,18,10,3,3.0,5,0.0,1,1,0,3,2,0,0,0,0,0,0,3,11,0
9612,1987,2n cycle,single,23830.0,0,0,2014-02-07,3,1,8,6,4.0,8,16.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
3766,1959,master,widow,33051.0,0,0,2012-08-16,15,100,71,243,108.0,81,126.5,3,9,1,8,9,0,0,0,0,0,0,3,11,1
1399,1958,graduation,married,72905.0,0,0,2014-01-21,52,407,81,445,120.5,81,126.5,1,3,7,9,1,0,0,0,1,0,0,3,11,0
1570,1951,phd,together,69702.0,0,1,2013-02-19,8,664,9,240,50.0,19,57.0,2,7,7,10,4,0,0,0,0,0,0,3,11,0
3426,1975,graduation,divorced,70300.0,1,0,2013-07-15,89,1045,61,338,60.0,46,46.0,3,5,5,13,8,0,0,0,0,0,0,3,11,0
3074,1984,phd,married,70643.0,0,0,2012-10-15,66,1218,81,304,23.0,81,33.0,1,5,8,4,6,0,0,0,0,0,0,3,11,1
8341,1969,phd,married,30396.0,1,0,2014-04-30,22,15,0,6,0.0,1,12.0,2,1,1,2,7,1,0,0,0,0,0,3,11,1
5180,1968,phd,divorced,50616.0,0,1,2014-04-18,56,128,0,16,0.0,1,4.0,2,4,0,4,7,0,0,0,0,0,0,3,11,0
6461,1969,master,single,62772.0,0,1,2013-05-19,74,581,49,157,43.0,8,108.0,1,5,6,11,2,0,1,0,0,0,0,3,11,0
7679,1985,phd,single,30298.0,0,0,2014-05-19,48,6,3,12,6.0,1,0.0,1,1,1,3,3,0,0,0,0,0,0,3,11,0
10702,1984,graduation,single,52413.0,1,0,2012-11-03,67,185,8,133,56.0,56,12.0,2,7,1,7,7,0,0,0,0,0,0,3,11,0
7505,1957,phd,married,44155.0,1,1,2014-01-19,24,22,1,9,0.0,0,14.0,1,1,1,2,4,0,0,0,0,0,0,3,11,0
5113,1971,phd,divorced,86979.0,0,0,2013-11-07,67,584,81,556,65.0,81,35.0,1,5,5,5,2,1,0,0,0,0,0,3,11,1
10858,1975,graduation,together,76532.0,1,1,2013-09-09,38,355,30,177,90.0,81,30.0,4,9,5,7,5,0,0,0,0,0,0,3,11,0
2961,1982,graduation,married,42081.0,1,0,2013-02-26,86,175,10,110,54.0,6,27.0,2,6,3,4,6,1,0,0,0,0,0,3,11,0
2747,1988,phd,married,67546.0,0,0,2012-08-31,90,864,81,556,120.5,38,126.5,1,4,10,5,3,0,0,0,0,0,0,3,11,0
3010,1989,master,together,88420.0,0,0,2014-05-02,87,957,81,556,99.0,81,126.5,1,4,7,8,1,1,0,1,1,0,0,3,11,0
5790,1985,graduation,married,31158.0,1,0,2013-01-27,62,25,6,16,20.0,0,5.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0
6892,1968,graduation,divorced,61671.0,0,1,2014-06-03,23,641,7,56,0.0,0,28.0,8,10,4,6,8,0,1,0,1,0,0,3,11,0
1743,1974,graduation,single,69719.0,0,0,2014-05-26,99,273,81,208,120.5,14,43.0,1,2,3,5,1,0,0,0,0,0,0,3,11,0
3578,1949,graduation,divorced,49160.0,0,1,2013-10-20,29,122,21,43,25.0,10,15.0,2,3,1,6,6,0,0,0,0,0,0,3,11,0
8462,1978,basic,together,24882.0,1,0,2012-09-09,52,1,4,10,29.0,0,36.0,1,1,1,2,6,1,0,0,0,0,0,3,11,0
5558,1954,phd,single,90933.0,0,0,2014-03-31,90,1020,31,430,62.0,63,79.0,1,4,6,4,1,0,0,1,0,0,0,3,11,0
4619,1945,phd,single,113734.0,0,0,2014-05-28,9,6,2,3,1.0,81,3.0,0,27,0,0,1,0,0,0,0,0,0,3,11,0
8780,1950,phd,together,59292.0,0,1,2013-06-13,71,378,14,68,19.0,14,14.0,2,3,5,8,3,0,0,0,0,0,0,3,11,0
10789,1964,phd,married,45759.0,1,1,2013-02-23,13,42,1,18,3.0,0,4.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0
10779,1983,graduation,single,22148.0,0,0,2014-04-13,16,15,5,14,0.0,4,11.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
5896,1987,master,married,73395.0,0,0,2014-03-18,94,272,7,80,20.0,7,11.0,1,4,4,6,2,0,0,0,0,0,0,3,11,0
2337,1971,graduation,divorced,29819.0,1,0,2013-10-24,77,9,1,24,2.0,1,2.0,3,3,0,3,6,0,0,0,0,0,0,3,11,0
10951,1968,graduation,married,45688.0,0,1,2014-01-25,20,279,0,18,0.0,0,9.0,2,3,1,8,4,0,1,0,0,0,0,3,11,0
544,1954,graduation,married,62820.0,0,0,2013-05-11,51,398,61,265,120.5,61,53.0,1,3,4,6,1,0,0,0,0,0,0,3,11,0
17,1971,phd,married,60491.0,0,1,2013-09-06,81,637,47,237,12.0,19,76.0,4,6,11,7,5,0,0,0,0,0,0,3,11,0
10680,1986,graduation,together,33235.0,1,0,2014-02-05,71,45,0,16,2.0,1,6.0,1,3,0,3,7,0,0,0,0,0,0,3,11,0
3265,1959,graduation,married,35701.0,0,0,2013-03-19,36,21,1,9,7.0,3,5.0,1,1,0,3,6,0,0,0,0,0,0,3,11,0
5623,1980,master,married,31535.0,1,0,2013-09-26,95,15,4,13,0.0,0,19.0,1,1,1,2,7,1,0,0,0,0,0,3,11,0
5832,1960,2n cycle,together,92556.0,0,0,2014-04-20,32,493,81,352,120.5,23,28.0,0,3,5,13,0,0,0,0,0,0,0,3,11,0
5544,1970,graduation,single,67384.0,0,1,2012-11-10,32,957,40,175,120.5,53,107.0,2,7,8,5,5,0,1,0,0,0,0,3,11,0
6417,1971,master,together,80573.0,0,0,2012-10-14,85,829,81,430,60.0,81,15.0,1,4,6,13,2,0,0,0,0,0,0,3,11,0
5831,1967,graduation,married,77870.0,0,1,2012-08-22,93,1017,50,500,65.0,50,126.5,3,5,5,5,8,0,1,0,1,0,0,3,11,1
7101,1963,phd,widow,52278.0,0,1,2013-01-25,24,953,0,71,0.0,0,126.5,6,10,5,10,8,0,0,0,0,0,0,3,11,0
10176,1968,graduation,single,57107.0,0,1,2012-08-24,44,159,0,120,0.0,0,126.5,7,4,4,8,8,0,1,0,0,1,0,3,11,1
2326,1990,graduation,married,18929.0,0,0,2013-02-16,15,32,0,8,23.0,4,18.0,1,1,0,4,6,0,0,0,0,0,0,3,11,0
4385,1981,phd,single,36038.0,1,0,2013-05-31,82,23,0,15,0.0,2,7.0,2,3,0,3,6,0,0,0,0,0,0,3,11,0
2929,1976,graduation,single,20180.0,0,0,2013-02-20,27,18,42,24,15.0,20,18.0,1,2,1,4,7,0,0,0,0,0,0,3,11,0
10686,1965,phd,together,34230.0,1,1,2012-12-26,72,15,0,4,0.0,0,2.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
2546,1977,2n cycle,single,31878.0,0,1,2014-06-22,7,23,4,5,10.0,5,23.0,1,1,0,4,3,0,0,0,0,0,0,3,11,0
3283,1972,2n cycle,married,70932.0,0,1,2014-01-19,57,200,81,100,46.0,81,126.5,2,6,2,12,3,0,0,0,0,0,0,3,11,0
3138,1956,graduation,single,91249.0,0,0,2012-10-20,84,1225,27,119,71.0,81,27.0,0,7,9,6,4,0,1,1,1,1,0,3,11,1
4994,1943,master,single,77598.0,0,0,2013-10-01,53,1193,33,281,120.5,66,33.0,1,7,5,13,3,0,0,1,0,0,0,3,11,0
7966,1959,graduation,single,80982.0,1,1,2013-01-08,48,505,81,401,104.0,22,22.0,3,11,5,11,5,0,0,0,0,0,1,3,11,0
3112,1977,master,married,22701.0,1,0,2013-09-05,2,2,4,9,0.0,4,5.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0
10872,1969,phd,married,55212.0,0,1,2012-11-23,65,1103,0,45,0.0,0,34.0,3,4,2,11,8,0,1,0,0,1,0,3,11,0
2181,1970,graduation,married,70617.0,0,0,2013-06-23,45,353,61,556,40.0,46,27.0,1,3,3,7,2,0,0,0,0,0,0,3,11,0
1867,1957,graduation,single,64849.0,0,0,2012-11-13,42,652,48,350,94.0,81,108.0,1,9,3,6,5,0,0,0,0,0,0,3,11,1
1518,1965,master,married,62694.0,1,1,2013-06-17,29,379,6,157,25.0,81,91.0,5,9,3,7,7,0,0,0,0,0,0,3,11,0
5734,1974,phd,married,61917.0,1,1,2013-11-20,83,46,4,36,2.0,2,1.0,1,2,0,4,5,0,0,0,0,0,0,3,11,0
2878,1947,phd,married,67472.0,0,1,2013-09-28,93,162,31,127,8.0,17,69.0,2,4,2,7,3,0,0,0,0,0,0,3,11,0
1458,1982,master,married,21059.0,1,0,2014-01-07,40,8,3,19,3.0,3,8.0,3,3,0,3,6,0,0,0,0,0,0,3,11,0
7007,1968,master,married,29543.0,2,0,2014-04-01,47,17,3,18,3.0,4,18.0,2,3,1,2,7,0,0,0,0,0,0,3,11,0
6200,1951,graduation,married,75903.0,0,1,2013-04-08,50,340,81,185,120.5,38,100.0,2,6,6,9,3,0,0,0,0,0,0,3,11,0
1403,1975,2n cycle,together,34984.0,1,1,2012-09-06,40,8,4,15,3.0,5,3.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0
4827,1956,phd,single,54998.0,0,1,2013-03-10,3,154,22,202,39.0,30,8.0,5,4,2,9,4,0,0,0,0,0,0,3,11,1
6250,1949,phd,widow,54356.0,0,1,2012-11-19,62,710,15,30,20.0,0,0.0,3,11,2,8,8,0,0,0,0,0,0,3,11,1
9291,1959,master,married,34242.0,0,1,2014-03-23,25,8,2,4,0.0,0,1.0,1,0,0,3,5,0,0,0,0,0,0,3,11,0
2478,1973,graduation,married,25410.0,1,0,2013-08-31,48,2,2,4,13.0,13,4.0,1,1,0,4,4,0,0,0,0,0,0,3,11,0
1139,1984,phd,married,73356.0,0,0,2014-02-06,56,1050,14,322,0.0,14,112.0,1,5,11,5,2,1,0,1,1,0,0,3,11,1
5138,1950,graduation,together,28320.0,0,1,2013-01-14,68,19,1,14,3.0,2,4.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0
5393,1977,graduation,single,23763.0,1,0,2012-08-07,64,22,0,6,6.0,2,6.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
10413,1984,graduation,married,72570.0,0,0,2014-04-25,67,274,81,216,120.5,81,126.5,1,4,6,12,1,0,0,0,0,0,0,3,11,0
5015,1976,master,married,34529.0,1,0,2012-09-14,94,68,6,38,3.0,6,41.0,2,2,2,3,7,0,0,0,0,0,0,3,11,0
10868,1951,graduation,widow,70792.0,0,0,2013-02-06,82,344,45,556,104.0,11,114.0,2,3,4,10,3,0,0,0,0,0,0,3,11,0
10676,1982,graduation,married,63211.0,0,0,2012-11-02,3,145,81,459,120.5,26,126.5,2,3,8,7,2,0,0,0,0,0,0,3,11,1
2495,1974,master,married,83891.0,0,1,2014-06-20,24,217,38,350,111.0,81,15.0,1,4,7,10,1,0,0,0,0,0,0,3,11,0
7842,1968,graduation,single,36065.0,1,1,2013-03-31,54,18,7,34,10.0,2,3.0,3,3,0,3,8,0,0,0,0,0,0,3,11,0
9955,1954,graduation,together,39898.0,0,1,2013-02-12,20,69,8,26,12.0,7,12.0,2,3,0,4,7,0,0,0,0,0,0,3,11,0
6663,1940,phd,single,51141.0,0,0,2013-07-08,96,144,0,7,0.0,0,6.0,1,3,1,4,5,0,0,0,0,0,0,3,11,0
2162,1976,graduation,married,56939.0,0,1,2013-09-18,19,256,34,103,90.0,29,49.0,2,3,3,10,3,0,0,0,0,0,0,3,11,0
3434,1951,graduation,single,80872.0,0,0,2014-05-12,60,483,72,556,94.0,12,108.0,1,4,4,10,1,0,0,0,0,0,0,3,11,0
7919,1976,phd,together,72335.0,0,0,2012-08-13,2,1225,81,556,28.0,21,0.0,1,10,4,8,8,0,0,0,0,0,0,3,11,1
5626,1964,phd,single,61798.0,0,0,2013-11-23,13,338,4,89,11.0,8,13.0,1,4,2,9,4,0,0,0,0,0,0,3,11,0
6428,1950,phd,widow,76842.0,0,0,2014-05-03,37,605,10,345,84.0,54,32.0,1,1,8,7,0,0,0,0,0,0,0,3,11,0
8514,1976,graduation,together,29478.0,1,0,2014-01-17,59,8,0,7,3.0,1,1.0,1,1,0,3,6,0,0,0,0,0,0,3,11,0
10448,1956,graduation,single,46998.0,0,1,2012-10-22,55,172,41,86,45.0,6,27.0,5,5,3,5,7,1,0,0,0,0,0,3,11,0
2109,1990,graduation,single,96843.0,0,0,2013-04-23,60,448,71,556,40.0,17,17.0,1,6,11,10,2,0,0,1,0,0,0,3,11,1
7530,1950,phd,widow,56551.0,1,1,2014-05-07,48,67,4,32,17.0,2,16.0,3,2,1,4,4,0,0,0,0,0,0,3,11,0
8925,1965,master,married,70053.0,0,1,2013-07-03,38,512,53,98,81.0,81,89.0,3,8,5,10,5,0,0,0,0,0,0,3,11,0
3009,1962,phd,widow,71670.0,0,0,2013-07-09,8,1225,16,128,0.0,0,126.5,1,5,3,6,6,0,1,1,0,1,0,3,11,1
6355,1978,graduation,married,44359.0,1,1,2014-06-17,19,20,0,14,7.0,3,1.0,3,2,0,4,3,0,0,0,0,0,0,3,11,0
3517,1952,graduation,single,40887.0,1,1,2013-05-06,32,50,4,44,10.0,10,43.0,3,3,1,3,9,0,0,0,0,0,0,3,11,1
1158,1966,graduation,divorced,48877.0,0,1,2014-01-05,27,102,1,15,2.0,0,24.0,1,3,0,4,7,0,0,0,0,0,0,3,11,0
6203,1947,graduation,together,74485.0,0,0,2013-08-24,58,499,81,556,120.5,49,49.0,1,6,7,12,3,0,0,0,0,0,0,3,11,0
7165,1972,graduation,together,64474.0,0,1,2013-10-22,59,381,35,172,56.0,81,93.0,2,8,2,10,5,0,0,0,0,0,0,3,11,0
3595,1963,graduation,together,77226.0,0,1,2014-02-28,29,631,43,239,120.5,76,21.0,2,6,8,12,3,0,0,0,0,0,0,3,11,0
8537,1949,graduation,widow,72643.0,0,0,2013-02-27,60,526,80,553,120.5,81,53.0,1,3,10,7,2,0,0,0,1,0,0,3,11,1
4331,1978,master,together,85738.0,0,0,2014-01-23,41,913,26,376,17.0,26,13.0,1,3,6,11,1,0,1,1,0,0,0,3,11,0
6281,1966,graduation,divorced,55686.0,0,1,2013-02-14,27,673,0,199,37.0,47,26.0,2,6,3,5,4,1,0,0,0,0,0,3,11,0
4338,1983,graduation,single,39062.0,1,0,2014-03-25,28,23,0,9,0.0,0,12.0,1,1,0,3,4,1,0,0,0,0,0,3,11,0
2452,1971,graduation,together,34600.0,1,1,2013-01-01,8,199,33,60,8.0,3,15.0,5,5,2,5,8,0,0,0,0,0,0,3,11,1
9507,1975,graduation,married,40794.0,0,1,2013-04-07,18,261,23,73,4.0,23,50.0,2,6,3,5,7,0,0,0,0,0,0,3,11,0
8360,1971,2n cycle,married,54690.0,1,1,2013-11-07,76,111,16,37,7.0,9,18.0,3,3,1,5,3,0,0,0,0,0,0,3,11,0
10311,1969,graduation,married,4428.0,0,1,2013-10-05,0,16,4,12,2.0,4,126.5,0,25,0,0,1,0,0,0,0,0,0,3,11,0
5117,1963,2n cycle,married,32632.0,0,0,2012-08-02,32,63,81,137,120.5,19,53.0,2,4,4,8,5,0,0,0,0,0,0,3,11,0
4867,1968,phd,single,38236.0,1,1,2013-09-20,2,58,0,18,2.0,0,10.0,4,3,0,4,7,0,0,0,0,0,0,3,11,0
9289,1979,graduation,married,36781.0,1,0,2014-04-10,16,29,1,17,0.0,3,13.0,1,2,1,2,8,0,0,0,0,0,0,3,11,1
10913,1984,master,single,31385.0,1,0,2012-12-05,56,3,2,12,0.0,1,9.0,1,1,0,2,8,1,0,0,0,0,0,3,11,1
3032,1984,graduation,married,24570.0,1,0,2013-02-27,97,28,34,62,11.0,14,44.0,3,4,0,4,9,0,0,0,0,0,0,3,11,0
8524,1974,phd,divorced,25509.0,1,0,2012-09-18,15,40,3,30,10.0,7,11.0,3,3,0,3,9,0,0,0,0,0,0,3,11,1
3334,1951,graduation,married,94642.0,0,0,2014-02-12,35,879,81,556,106.0,81,126.5,0,5,7,9,1,0,0,1,1,0,0,3,11,0
4470,1962,master,married,58646.0,0,1,2013-06-10,3,62,1,44,6.0,5,22.0,1,2,1,4,4,0,0,0,0,0,0,3,11,0
1406,1975,graduation,single,53201.0,1,1,2013-02-12,49,280,7,81,20.0,0,27.0,8,6,3,5,7,0,0,0,0,0,0,3,11,0
8619,1957,graduation,together,21994.0,0,1,2012-12-24,4,9,0,6,3.0,1,3.0,1,0,0,3,5,0,0,0,0,0,0,3,11,0
10821,1978,graduation,married,57113.0,1,1,2013-02-06,45,182,4,33,0.0,2,42.0,6,4,1,5,7,0,0,0,0,0,0,3,11,0
4552,1991,graduation,married,51373.0,0,0,2013-06-22,37,83,2,101,64.0,26,117.0,1,3,5,3,4,0,0,0,0,0,0,3,11,0
898,1986,graduation,married,23477.0,1,0,2013-10-21,39,38,15,54,3.0,8,29.0,3,3,0,4,8,0,0,0,0,0,0,3,11,0
9797,1956,graduation,married,58116.0,0,1,2014-04-13,38,228,19,130,4.0,11,51.0,2,3,3,8,2,0,0,0,0,0,0,3,11,0
